Tweet Text,Username,Likes,Retweets,Views,Status ID,Datetime
"haduhhh, akar masalah yang mendasar di dunia pendidikan Indonesia ini saja belum bisa kita atasi secara merata. bapak satu ini malah langsung loncat ke permasalahan lain.

bapak jangan berpikir bisa langsung naik ke lantai dua tanpa melewati anak tangga dong!",@carinadeluna_,1,1,49,1856382096840990975,2024-11-12T11:52:56.000Z
"Menteri Pendidikan Dasar Dan Menengah (Mendikdasmen), Abdul Mu'ti, menyatakan pihaknya akan menambahkan Aritificial Intelligence (AI) dan coding sebagai mata pelajaran pilihan di sekolah. Dengan dua mata pelajaran ini diharapkan bisa meningkatkan sumber daya manusia di Indonesia",@Metro_TV,5,1,1.8K,1856304165536026993,2024-11-12T11:52:56.000Z
Salah satu alasan dari sekian banyak alasan penyelenggaraan pendidikan PhD atau doktoral secara part time tuh gak cocok diterapkan di Indonesia menurut gw,@ikandlmkolam_,1,,82,1856310873674924045,2024-11-12T11:52:56.000Z
"kasus guru supriani untuk mengukur konsep konstruktifisme, karena pendidikan di indonesia masih diselimuti behaviorisme",@negaradiktator,,,8,1856467758235656308,2024-11-12T11:52:56.000Z
gws deh pendidikan indonesia,@sausagesgarlic,,,24,1856294129887740234,2024-11-12T11:52:56.000Z
"Gibran Rakabuming: Tantangan Zonasi, Perlindungan Guru, dan Inovasi Pendidikan Indonesia https://kabarngetren.com/gibran-rakabuming-tantangan-zonasi-perlindungan-guru-dan-inovasi-pendidikan-indonesia/…",@KabarNgetren,2,,14,1856359685487767847,2024-11-12T11:52:56.000Z
"terlepas itu fw, miris liatnya harus bgt pake chat gpt 
beneran indonesia emas 2045 masih jauh banget, apalagi kurikulum sekolah sekarang yg makin makin bikin males muridnya, sampe ada fenomena anak SMA belom lancar baca, beneran miriss",@dalgisob,,,34,1856473295232852017,2024-11-12T11:52:56.000Z
"Obsesi pemerintah Indonesia untuk semakin mempersulit materi sekolah buat siswa pendidikan dasar ini harus dipelajari...

Ga sepenuhnya salah, tapi ada beberapa yang tidak sesuai dengan umurnya. Kuatin dulu di logika baru ke peminatan...",@thariqpane,,,83,1856178904345845865,2024-11-12T11:52:56.000Z
"Wahai perempuan Indonesia berlatar belakang pendidikan ekonomi, kalian adalah earth movers the one who shape the world we live in.",@gitaputrid,3,,300,1856138213766975555,2024-11-12T11:52:56.000Z
"Sidang Dies Natalis kali ini adalah rangkaian dari perayaan Lustrum XIV UNAIR sebagai institusi pendidikan unggul di Indonesia.

Tidak hanya menjadi ajang perayaan, acara ini merupakan momen refleksi atas capaian dan inovasi baru UNAIR selama 70 tahun",@Unair_Official,,,327,1856152455983321234,2024-11-12T11:52:56.000Z
dia ini jd wapres tuh ngerti gak sih tugasnya? pdhl pendidikan dasar di Indonesia aja msh jelek. suka aneh2 deh Fufufafa ini.,@cecedrs,,,11,1856126241352626314,2024-11-12T11:52:56.000Z
"Pemerintah Republik Indonesia meluncurkan 8 Program Transformasi Bangsa untuk mencapai hasil cepat dan terbaik. Program ini mencakup sektor pendidikan, kesehatan, pertanian dan infrastruktur. #KonsistenTegakkanHukum wujud Realisasi Asta Cita",@Res1Tulungagung,50,32,324,1856218310762971405,2024-11-12T11:52:56.000Z
"Baru kemarin dibahas buat bahan presentasi, kalau kata Bu Dosen ku ""Indonesia tuh kualitas kurikulum dari dulu walaupun berubah ubah itu udah bagus, tapi minusnya aja yang banyak. Pemerataan pendidikan, tidak ada kesiapan SDM, infrastruktur 3t dst......""",@maximus080412,,,15,1856273209555071021,2024-11-12T11:52:56.000Z
"bodo amat beler gajelas, pendidikan di Indonesia tuh udah di tahap kritis karena pondasi dasarnya udah rapuh. Benerin dulu itu dasar dasarnya. Gausah gaya gayaan koding dulu, kebanyakan Gimmick lu",@hobieyluv,,,10,1856319446664757729,2024-11-12T11:52:56.000Z
"Coba Beasiswa Pendidikan Indonesia (BPI, beasiswa unggulan kemdikbud, beasiswa PPA, Bank Indonesia, BCA, CIMB Niaga, XL future leader, djarum, Paragon, tanoto, astra, kl km lingkup kemenag bisa coba beasiswa Indonesia bangkit (BIB). SEMANGAT feel free to hmu kl mau sharing",@switeeblue,,,156,1856308632947671176,2024-11-12T11:52:56.000Z
"haduhhh, akar masalah yang mendasar di dunia pendidikan Indonesia ini saja belum bisa kita atasi secara merata. bapak satu ini malah langsung loncat ke permasalahan lain.

bapak jangan berpikir bisa langsung naik ke lantai dua tanpa melewati anak tangga dong!",@carinadeluna_,1,1,49,1856382096840990975,2024-11-12T11:52:56.000Z
"Menteri Pendidikan Dasar Dan Menengah (Mendikdasmen), Abdul Mu'ti, menyatakan pihaknya akan menambahkan Aritificial Intelligence (AI) dan coding sebagai mata pelajaran pilihan di sekolah. Dengan dua mata pelajaran ini diharapkan bisa meningkatkan sumber daya manusia di Indonesia",@Metro_TV,5,1,1.8K,1856304165536026993,2024-11-12T11:52:56.000Z
Salah satu alasan dari sekian banyak alasan penyelenggaraan pendidikan PhD atau doktoral secara part time tuh gak cocok diterapkan di Indonesia menurut gw,@ikandlmkolam_,1,,82,1856310873674924045,2024-11-12T11:52:56.000Z
"kasus guru supriani untuk mengukur konsep konstruktifisme, karena pendidikan di indonesia masih diselimuti behaviorisme",@negaradiktator,,,8,1856467758235656308,2024-11-12T11:52:56.000Z
gws deh pendidikan indonesia,@sausagesgarlic,,,24,1856294129887740234,2024-11-12T11:52:56.000Z
"Gibran Rakabuming: Tantangan Zonasi, Perlindungan Guru, dan Inovasi Pendidikan Indonesia https://kabarngetren.com/gibran-rakabuming-tantangan-zonasi-perlindungan-guru-dan-inovasi-pendidikan-indonesia/…",@KabarNgetren,2,,14,1856359685487767847,2024-11-12T11:52:56.000Z
"terlepas itu fw, miris liatnya harus bgt pake chat gpt 
beneran indonesia emas 2045 masih jauh banget, apalagi kurikulum sekolah sekarang yg makin makin bikin males muridnya, sampe ada fenomena anak SMA belom lancar baca, beneran miriss",@dalgisob,,,34,1856473295232852017,2024-11-12T11:52:56.000Z
"Obsesi pemerintah Indonesia untuk semakin mempersulit materi sekolah buat siswa pendidikan dasar ini harus dipelajari...

Ga sepenuhnya salah, tapi ada beberapa yang tidak sesuai dengan umurnya. Kuatin dulu di logika baru ke peminatan...",@thariqpane,,,83,1856178904345845865,2024-11-12T11:52:56.000Z
"Wahai perempuan Indonesia berlatar belakang pendidikan ekonomi, kalian adalah earth movers the one who shape the world we live in.",@gitaputrid,3,,300,1856138213766975555,2024-11-12T11:52:56.000Z
"Sidang Dies Natalis kali ini adalah rangkaian dari perayaan Lustrum XIV UNAIR sebagai institusi pendidikan unggul di Indonesia.

Tidak hanya menjadi ajang perayaan, acara ini merupakan momen refleksi atas capaian dan inovasi baru UNAIR selama 70 tahun",@Unair_Official,,,327,1856152455983321234,2024-11-12T11:52:56.000Z
dia ini jd wapres tuh ngerti gak sih tugasnya? pdhl pendidikan dasar di Indonesia aja msh jelek. suka aneh2 deh Fufufafa ini.,@cecedrs,,,11,1856126241352626314,2024-11-12T11:52:56.000Z
"Pemerintah Republik Indonesia meluncurkan 8 Program Transformasi Bangsa untuk mencapai hasil cepat dan terbaik. Program ini mencakup sektor pendidikan, kesehatan, pertanian dan infrastruktur. #KonsistenTegakkanHukum wujud Realisasi Asta Cita",@Res1Tulungagung,50,32,324,1856218310762971405,2024-11-12T11:52:56.000Z
"Baru kemarin dibahas buat bahan presentasi, kalau kata Bu Dosen ku ""Indonesia tuh kualitas kurikulum dari dulu walaupun berubah ubah itu udah bagus, tapi minusnya aja yang banyak. Pemerataan pendidikan, tidak ada kesiapan SDM, infrastruktur 3t dst......""",@maximus080412,,,15,1856273209555071021,2024-11-12T11:52:56.000Z
"bodo amat beler gajelas, pendidikan di Indonesia tuh udah di tahap kritis karena pondasi dasarnya udah rapuh. Benerin dulu itu dasar dasarnya. Gausah gaya gayaan koding dulu, kebanyakan Gimmick lu",@hobieyluv,,,10,1856319446664757729,2024-11-12T11:52:56.000Z
"Coba Beasiswa Pendidikan Indonesia (BPI, beasiswa unggulan kemdikbud, beasiswa PPA, Bank Indonesia, BCA, CIMB Niaga, XL future leader, djarum, Paragon, tanoto, astra, kl km lingkup kemenag bisa coba beasiswa Indonesia bangkit (BIB). SEMANGAT feel free to hmu kl mau sharing",@switeeblue,,,156,1856308632947671176,2024-11-12T11:52:56.000Z
"haduhhh, akar masalah yang mendasar di dunia pendidikan Indonesia ini saja belum bisa kita atasi secara merata. bapak satu ini malah langsung loncat ke permasalahan lain.

bapak jangan berpikir bisa langsung naik ke lantai dua tanpa melewati anak tangga dong!",@carinadeluna_,1,1,49,1856382096840990975,2024-11-12T11:52:56.000Z
"Menteri Pendidikan Dasar Dan Menengah (Mendikdasmen), Abdul Mu'ti, menyatakan pihaknya akan menambahkan Aritificial Intelligence (AI) dan coding sebagai mata pelajaran pilihan di sekolah. Dengan dua mata pelajaran ini diharapkan bisa meningkatkan sumber daya manusia di Indonesia",@Metro_TV,5,1,1.8K,1856304165536026993,2024-11-12T11:52:56.000Z
Salah satu alasan dari sekian banyak alasan penyelenggaraan pendidikan PhD atau doktoral secara part time tuh gak cocok diterapkan di Indonesia menurut gw,@ikandlmkolam_,1,,82,1856310873674924045,2024-11-12T11:52:56.000Z
"kasus guru supriani untuk mengukur konsep konstruktifisme, karena pendidikan di indonesia masih diselimuti behaviorisme",@negaradiktator,,,8,1856467758235656308,2024-11-12T11:52:56.000Z
gws deh pendidikan indonesia,@sausagesgarlic,,,24,1856294129887740234,2024-11-12T11:52:56.000Z
"Gibran Rakabuming: Tantangan Zonasi, Perlindungan Guru, dan Inovasi Pendidikan Indonesia https://kabarngetren.com/gibran-rakabuming-tantangan-zonasi-perlindungan-guru-dan-inovasi-pendidikan-indonesia/…",@KabarNgetren,2,,14,1856359685487767847,2024-11-12T11:52:56.000Z
"terlepas itu fw, miris liatnya harus bgt pake chat gpt 
beneran indonesia emas 2045 masih jauh banget, apalagi kurikulum sekolah sekarang yg makin makin bikin males muridnya, sampe ada fenomena anak SMA belom lancar baca, beneran miriss",@dalgisob,,,34,1856473295232852017,2024-11-12T11:52:56.000Z
"Obsesi pemerintah Indonesia untuk semakin mempersulit materi sekolah buat siswa pendidikan dasar ini harus dipelajari...

Ga sepenuhnya salah, tapi ada beberapa yang tidak sesuai dengan umurnya. Kuatin dulu di logika baru ke peminatan...",@thariqpane,,,83,1856178904345845865,2024-11-12T11:52:56.000Z
"Wahai perempuan Indonesia berlatar belakang pendidikan ekonomi, kalian adalah earth movers the one who shape the world we live in.",@gitaputrid,3,,300,1856138213766975555,2024-11-12T11:52:56.000Z
"Sidang Dies Natalis kali ini adalah rangkaian dari perayaan Lustrum XIV UNAIR sebagai institusi pendidikan unggul di Indonesia.

Tidak hanya menjadi ajang perayaan, acara ini merupakan momen refleksi atas capaian dan inovasi baru UNAIR selama 70 tahun",@Unair_Official,,,327,1856152455983321234,2024-11-12T11:52:56.000Z
dia ini jd wapres tuh ngerti gak sih tugasnya? pdhl pendidikan dasar di Indonesia aja msh jelek. suka aneh2 deh Fufufafa ini.,@cecedrs,,,11,1856126241352626314,2024-11-12T11:52:56.000Z
"Pemerintah Republik Indonesia meluncurkan 8 Program Transformasi Bangsa untuk mencapai hasil cepat dan terbaik. Program ini mencakup sektor pendidikan, kesehatan, pertanian dan infrastruktur. #KonsistenTegakkanHukum wujud Realisasi Asta Cita",@Res1Tulungagung,50,32,324,1856218310762971405,2024-11-12T11:52:56.000Z
"Baru kemarin dibahas buat bahan presentasi, kalau kata Bu Dosen ku ""Indonesia tuh kualitas kurikulum dari dulu walaupun berubah ubah itu udah bagus, tapi minusnya aja yang banyak. Pemerataan pendidikan, tidak ada kesiapan SDM, infrastruktur 3t dst......""",@maximus080412,,,15,1856273209555071021,2024-11-12T11:52:56.000Z
"bodo amat beler gajelas, pendidikan di Indonesia tuh udah di tahap kritis karena pondasi dasarnya udah rapuh. Benerin dulu itu dasar dasarnya. Gausah gaya gayaan koding dulu, kebanyakan Gimmick lu",@hobieyluv,,,10,1856319446664757729,2024-11-12T11:52:56.000Z
"Coba Beasiswa Pendidikan Indonesia (BPI, beasiswa unggulan kemdikbud, beasiswa PPA, Bank Indonesia, BCA, CIMB Niaga, XL future leader, djarum, Paragon, tanoto, astra, kl km lingkup kemenag bisa coba beasiswa Indonesia bangkit (BIB). SEMANGAT feel free to hmu kl mau sharing",@switeeblue,,,156,1856308632947671176,2024-11-12T11:52:56.000Z
"haduhhh, akar masalah yang mendasar di dunia pendidikan Indonesia ini saja belum bisa kita atasi secara merata. bapak satu ini malah langsung loncat ke permasalahan lain.

bapak jangan berpikir bisa langsung naik ke lantai dua tanpa melewati anak tangga dong!",@carinadeluna_,1,1,49,1856382096840990975,2024-11-12T11:52:56.000Z
"Menteri Pendidikan Dasar Dan Menengah (Mendikdasmen), Abdul Mu'ti, menyatakan pihaknya akan menambahkan Aritificial Intelligence (AI) dan coding sebagai mata pelajaran pilihan di sekolah. Dengan dua mata pelajaran ini diharapkan bisa meningkatkan sumber daya manusia di Indonesia",@Metro_TV,5,1,1.8K,1856304165536026993,2024-11-12T11:52:56.000Z
Salah satu alasan dari sekian banyak alasan penyelenggaraan pendidikan PhD atau doktoral secara part time tuh gak cocok diterapkan di Indonesia menurut gw,@ikandlmkolam_,1,,82,1856310873674924045,2024-11-12T11:52:56.000Z
"kasus guru supriani untuk mengukur konsep konstruktifisme, karena pendidikan di indonesia masih diselimuti behaviorisme",@negaradiktator,,,8,1856467758235656308,2024-11-12T11:52:56.000Z
gws deh pendidikan indonesia,@sausagesgarlic,,,24,1856294129887740234,2024-11-12T11:52:56.000Z
"Gibran Rakabuming: Tantangan Zonasi, Perlindungan Guru, dan Inovasi Pendidikan Indonesia https://kabarngetren.com/gibran-rakabuming-tantangan-zonasi-perlindungan-guru-dan-inovasi-pendidikan-indonesia/…",@KabarNgetren,2,,14,1856359685487767847,2024-11-12T11:52:56.000Z
"terlepas itu fw, miris liatnya harus bgt pake chat gpt 
beneran indonesia emas 2045 masih jauh banget, apalagi kurikulum sekolah sekarang yg makin makin bikin males muridnya, sampe ada fenomena anak SMA belom lancar baca, beneran miriss",@dalgisob,,,34,1856473295232852017,2024-11-12T11:52:56.000Z
"Obsesi pemerintah Indonesia untuk semakin mempersulit materi sekolah buat siswa pendidikan dasar ini harus dipelajari...

Ga sepenuhnya salah, tapi ada beberapa yang tidak sesuai dengan umurnya. Kuatin dulu di logika baru ke peminatan...",@thariqpane,,,83,1856178904345845865,2024-11-12T11:52:56.000Z
"Wahai perempuan Indonesia berlatar belakang pendidikan ekonomi, kalian adalah earth movers the one who shape the world we live in.",@gitaputrid,3,,300,1856138213766975555,2024-11-12T11:52:56.000Z
"Sidang Dies Natalis kali ini adalah rangkaian dari perayaan Lustrum XIV UNAIR sebagai institusi pendidikan unggul di Indonesia.

Tidak hanya menjadi ajang perayaan, acara ini merupakan momen refleksi atas capaian dan inovasi baru UNAIR selama 70 tahun",@Unair_Official,,,327,1856152455983321234,2024-11-12T11:52:56.000Z
dia ini jd wapres tuh ngerti gak sih tugasnya? pdhl pendidikan dasar di Indonesia aja msh jelek. suka aneh2 deh Fufufafa ini.,@cecedrs,,,11,1856126241352626314,2024-11-12T11:52:56.000Z
"Pemerintah Republik Indonesia meluncurkan 8 Program Transformasi Bangsa untuk mencapai hasil cepat dan terbaik. Program ini mencakup sektor pendidikan, kesehatan, pertanian dan infrastruktur. #KonsistenTegakkanHukum wujud Realisasi Asta Cita",@Res1Tulungagung,50,32,324,1856218310762971405,2024-11-12T11:52:56.000Z
"Baru kemarin dibahas buat bahan presentasi, kalau kata Bu Dosen ku ""Indonesia tuh kualitas kurikulum dari dulu walaupun berubah ubah itu udah bagus, tapi minusnya aja yang banyak. Pemerataan pendidikan, tidak ada kesiapan SDM, infrastruktur 3t dst......""",@maximus080412,,,15,1856273209555071021,2024-11-12T11:52:56.000Z
"bodo amat beler gajelas, pendidikan di Indonesia tuh udah di tahap kritis karena pondasi dasarnya udah rapuh. Benerin dulu itu dasar dasarnya. Gausah gaya gayaan koding dulu, kebanyakan Gimmick lu",@hobieyluv,,,10,1856319446664757729,2024-11-12T11:52:56.000Z
"Coba Beasiswa Pendidikan Indonesia (BPI, beasiswa unggulan kemdikbud, beasiswa PPA, Bank Indonesia, BCA, CIMB Niaga, XL future leader, djarum, Paragon, tanoto, astra, kl km lingkup kemenag bisa coba beasiswa Indonesia bangkit (BIB). SEMANGAT feel free to hmu kl mau sharing",@switeeblue,,,156,1856308632947671176,2024-11-12T11:52:56.000Z
"haduhhh, akar masalah yang mendasar di dunia pendidikan Indonesia ini saja belum bisa kita atasi secara merata. bapak satu ini malah langsung loncat ke permasalahan lain.

bapak jangan berpikir bisa langsung naik ke lantai dua tanpa melewati anak tangga dong!",@carinadeluna_,1,1,49,1856382096840990975,2024-11-12T11:52:56.000Z
"Menteri Pendidikan Dasar Dan Menengah (Mendikdasmen), Abdul Mu'ti, menyatakan pihaknya akan menambahkan Aritificial Intelligence (AI) dan coding sebagai mata pelajaran pilihan di sekolah. Dengan dua mata pelajaran ini diharapkan bisa meningkatkan sumber daya manusia di Indonesia",@Metro_TV,5,1,1.8K,1856304165536026993,2024-11-12T11:52:56.000Z
Salah satu alasan dari sekian banyak alasan penyelenggaraan pendidikan PhD atau doktoral secara part time tuh gak cocok diterapkan di Indonesia menurut gw,@ikandlmkolam_,1,,82,1856310873674924045,2024-11-12T11:52:56.000Z
"kasus guru supriani untuk mengukur konsep konstruktifisme, karena pendidikan di indonesia masih diselimuti behaviorisme",@negaradiktator,,,8,1856467758235656308,2024-11-12T11:52:56.000Z
gws deh pendidikan indonesia,@sausagesgarlic,,,24,1856294129887740234,2024-11-12T11:52:56.000Z
"Gibran Rakabuming: Tantangan Zonasi, Perlindungan Guru, dan Inovasi Pendidikan Indonesia https://kabarngetren.com/gibran-rakabuming-tantangan-zonasi-perlindungan-guru-dan-inovasi-pendidikan-indonesia/…",@KabarNgetren,2,,14,1856359685487767847,2024-11-12T11:52:56.000Z
"terlepas itu fw, miris liatnya harus bgt pake chat gpt 
beneran indonesia emas 2045 masih jauh banget, apalagi kurikulum sekolah sekarang yg makin makin bikin males muridnya, sampe ada fenomena anak SMA belom lancar baca, beneran miriss",@dalgisob,,,34,1856473295232852017,2024-11-12T11:52:56.000Z
"Obsesi pemerintah Indonesia untuk semakin mempersulit materi sekolah buat siswa pendidikan dasar ini harus dipelajari...

Ga sepenuhnya salah, tapi ada beberapa yang tidak sesuai dengan umurnya. Kuatin dulu di logika baru ke peminatan...",@thariqpane,,,83,1856178904345845865,2024-11-12T11:52:56.000Z
"Wahai perempuan Indonesia berlatar belakang pendidikan ekonomi, kalian adalah earth movers the one who shape the world we live in.",@gitaputrid,3,,300,1856138213766975555,2024-11-12T11:52:56.000Z
"Sidang Dies Natalis kali ini adalah rangkaian dari perayaan Lustrum XIV UNAIR sebagai institusi pendidikan unggul di Indonesia.

Tidak hanya menjadi ajang perayaan, acara ini merupakan momen refleksi atas capaian dan inovasi baru UNAIR selama 70 tahun",@Unair_Official,,,327,1856152455983321234,2024-11-12T11:52:56.000Z
dia ini jd wapres tuh ngerti gak sih tugasnya? pdhl pendidikan dasar di Indonesia aja msh jelek. suka aneh2 deh Fufufafa ini.,@cecedrs,,,11,1856126241352626314,2024-11-12T11:52:56.000Z
"Pemerintah Republik Indonesia meluncurkan 8 Program Transformasi Bangsa untuk mencapai hasil cepat dan terbaik. Program ini mencakup sektor pendidikan, kesehatan, pertanian dan infrastruktur. #KonsistenTegakkanHukum wujud Realisasi Asta Cita",@Res1Tulungagung,50,32,324,1856218310762971405,2024-11-12T11:52:56.000Z
"Baru kemarin dibahas buat bahan presentasi, kalau kata Bu Dosen ku ""Indonesia tuh kualitas kurikulum dari dulu walaupun berubah ubah itu udah bagus, tapi minusnya aja yang banyak. Pemerataan pendidikan, tidak ada kesiapan SDM, infrastruktur 3t dst......""",@maximus080412,,,15,1856273209555071021,2024-11-12T11:52:56.000Z
"bodo amat beler gajelas, pendidikan di Indonesia tuh udah di tahap kritis karena pondasi dasarnya udah rapuh. Benerin dulu itu dasar dasarnya. Gausah gaya gayaan koding dulu, kebanyakan Gimmick lu",@hobieyluv,,,10,1856319446664757729,2024-11-12T11:52:56.000Z
"Coba Beasiswa Pendidikan Indonesia (BPI, beasiswa unggulan kemdikbud, beasiswa PPA, Bank Indonesia, BCA, CIMB Niaga, XL future leader, djarum, Paragon, tanoto, astra, kl km lingkup kemenag bisa coba beasiswa Indonesia bangkit (BIB). SEMANGAT feel free to hmu kl mau sharing",@switeeblue,,,156,1856308632947671176,2024-11-12T11:52:56.000Z
"haduhhh, akar masalah yang mendasar di dunia pendidikan Indonesia ini saja belum bisa kita atasi secara merata. bapak satu ini malah langsung loncat ke permasalahan lain.

bapak jangan berpikir bisa langsung naik ke lantai dua tanpa melewati anak tangga dong!",@carinadeluna_,1,1,49,1856382096840990975,2024-11-12T11:52:56.000Z
"Menteri Pendidikan Dasar Dan Menengah (Mendikdasmen), Abdul Mu'ti, menyatakan pihaknya akan menambahkan Aritificial Intelligence (AI) dan coding sebagai mata pelajaran pilihan di sekolah. Dengan dua mata pelajaran ini diharapkan bisa meningkatkan sumber daya manusia di Indonesia",@Metro_TV,5,1,1.8K,1856304165536026993,2024-11-12T11:52:56.000Z
"Menteri Pendidikan Dasar Dan Menengah (Mendikdasmen), Abdul Mu'ti, menyatakan pihaknya akan menambahkan Aritificial Intelligence (AI) dan coding sebagai mata pelajaran pilihan di sekolah. Dengan dua mata pelajaran ini diharapkan bisa meningkatkan sumber daya manusia di Indonesia",@Metro_TV,5,1,1.8K,1856304165536026993,2024-11-12T11:52:56.000Z
"Menteri Pendidikan Dasar Dan Menengah (Mendikdasmen), Abdul Mu'ti, menyatakan pihaknya akan menambahkan Aritificial Intelligence (AI) dan coding sebagai mata pelajaran pilihan di sekolah. Dengan dua mata pelajaran ini diharapkan bisa meningkatkan sumber daya manusia di Indonesia",@Metro_TV,5,1,1.8K,1856304165536026993,2024-11-12T11:52:56.000Z
Salah satu alasan dari sekian banyak alasan penyelenggaraan pendidikan PhD atau doktoral secara part time tuh gak cocok diterapkan di Indonesia menurut gw,@ikandlmkolam_,1,,82,1856310873674924045,2024-11-12T11:52:56.000Z
Salah satu alasan dari sekian banyak alasan penyelenggaraan pendidikan PhD atau doktoral secara part time tuh gak cocok diterapkan di Indonesia menurut gw,@ikandlmkolam_,1,,82,1856310873674924045,2024-11-12T11:52:56.000Z
Salah satu alasan dari sekian banyak alasan penyelenggaraan pendidikan PhD atau doktoral secara part time tuh gak cocok diterapkan di Indonesia menurut gw,@ikandlmkolam_,1,,82,1856310873674924045,2024-11-12T11:52:56.000Z
"kasus guru supriani untuk mengukur konsep konstruktifisme, karena pendidikan di indonesia masih diselimuti behaviorisme",@negaradiktator,,,8,1856467758235656308,2024-11-12T11:52:56.000Z
"kasus guru supriani untuk mengukur konsep konstruktifisme, karena pendidikan di indonesia masih diselimuti behaviorisme",@negaradiktator,,,8,1856467758235656308,2024-11-12T11:52:56.000Z
"kasus guru supriani untuk mengukur konsep konstruktifisme, karena pendidikan di indonesia masih diselimuti behaviorisme",@negaradiktator,,,8,1856467758235656308,2024-11-12T11:52:56.000Z
gws deh pendidikan indonesia,@sausagesgarlic,,,24,1856294129887740234,2024-11-12T11:52:56.000Z
gws deh pendidikan indonesia,@sausagesgarlic,,,24,1856294129887740234,2024-11-12T11:52:56.000Z
gws deh pendidikan indonesia,@sausagesgarlic,,,24,1856294129887740234,2024-11-12T11:52:56.000Z
"Gibran Rakabuming: Tantangan Zonasi, Perlindungan Guru, dan Inovasi Pendidikan Indonesia https://kabarngetren.com/gibran-rakabuming-tantangan-zonasi-perlindungan-guru-dan-inovasi-pendidikan-indonesia/…",@KabarNgetren,2,,14,1856359685487767847,2024-11-12T11:52:56.000Z
"Gibran Rakabuming: Tantangan Zonasi, Perlindungan Guru, dan Inovasi Pendidikan Indonesia https://kabarngetren.com/gibran-rakabuming-tantangan-zonasi-perlindungan-guru-dan-inovasi-pendidikan-indonesia/…",@KabarNgetren,2,,14,1856359685487767847,2024-11-12T11:52:56.000Z
"Gibran Rakabuming: Tantangan Zonasi, Perlindungan Guru, dan Inovasi Pendidikan Indonesia https://kabarngetren.com/gibran-rakabuming-tantangan-zonasi-perlindungan-guru-dan-inovasi-pendidikan-indonesia/…",@KabarNgetren,2,,14,1856359685487767847,2024-11-12T11:52:56.000Z
"terlepas itu fw, miris liatnya harus bgt pake chat gpt 
beneran indonesia emas 2045 masih jauh banget, apalagi kurikulum sekolah sekarang yg makin makin bikin males muridnya, sampe ada fenomena anak SMA belom lancar baca, beneran miriss",@dalgisob,,,34,1856473295232852017,2024-11-12T11:52:56.000Z
"terlepas itu fw, miris liatnya harus bgt pake chat gpt 
beneran indonesia emas 2045 masih jauh banget, apalagi kurikulum sekolah sekarang yg makin makin bikin males muridnya, sampe ada fenomena anak SMA belom lancar baca, beneran miriss",@dalgisob,,,34,1856473295232852017,2024-11-12T11:52:56.000Z
"terlepas itu fw, miris liatnya harus bgt pake chat gpt 
beneran indonesia emas 2045 masih jauh banget, apalagi kurikulum sekolah sekarang yg makin makin bikin males muridnya, sampe ada fenomena anak SMA belom lancar baca, beneran miriss",@dalgisob,,,34,1856473295232852017,2024-11-12T11:52:56.000Z
"Obsesi pemerintah Indonesia untuk semakin mempersulit materi sekolah buat siswa pendidikan dasar ini harus dipelajari...

Ga sepenuhnya salah, tapi ada beberapa yang tidak sesuai dengan umurnya. Kuatin dulu di logika baru ke peminatan...",@thariqpane,,,83,1856178904345845865,2024-11-12T11:52:56.000Z
"Obsesi pemerintah Indonesia untuk semakin mempersulit materi sekolah buat siswa pendidikan dasar ini harus dipelajari...

Ga sepenuhnya salah, tapi ada beberapa yang tidak sesuai dengan umurnya. Kuatin dulu di logika baru ke peminatan...",@thariqpane,,,83,1856178904345845865,2024-11-12T11:52:56.000Z
"Obsesi pemerintah Indonesia untuk semakin mempersulit materi sekolah buat siswa pendidikan dasar ini harus dipelajari...

Ga sepenuhnya salah, tapi ada beberapa yang tidak sesuai dengan umurnya. Kuatin dulu di logika baru ke peminatan...",@thariqpane,,,83,1856178904345845865,2024-11-12T11:52:56.000Z
"Wahai perempuan Indonesia berlatar belakang pendidikan ekonomi, kalian adalah earth movers the one who shape the world we live in.",@gitaputrid,3,,300,1856138213766975555,2024-11-12T11:52:56.000Z
"Wahai perempuan Indonesia berlatar belakang pendidikan ekonomi, kalian adalah earth movers the one who shape the world we live in.",@gitaputrid,3,,300,1856138213766975555,2024-11-12T11:52:56.000Z
"Wahai perempuan Indonesia berlatar belakang pendidikan ekonomi, kalian adalah earth movers the one who shape the world we live in.",@gitaputrid,3,,300,1856138213766975555,2024-11-12T11:52:56.000Z
"Sidang Dies Natalis kali ini adalah rangkaian dari perayaan Lustrum XIV UNAIR sebagai institusi pendidikan unggul di Indonesia.

Tidak hanya menjadi ajang perayaan, acara ini merupakan momen refleksi atas capaian dan inovasi baru UNAIR selama 70 tahun",@Unair_Official,,,327,1856152455983321234,2024-11-12T11:52:56.000Z
"Sidang Dies Natalis kali ini adalah rangkaian dari perayaan Lustrum XIV UNAIR sebagai institusi pendidikan unggul di Indonesia.

Tidak hanya menjadi ajang perayaan, acara ini merupakan momen refleksi atas capaian dan inovasi baru UNAIR selama 70 tahun",@Unair_Official,,,327,1856152455983321234,2024-11-12T11:52:56.000Z
"Sidang Dies Natalis kali ini adalah rangkaian dari perayaan Lustrum XIV UNAIR sebagai institusi pendidikan unggul di Indonesia.

Tidak hanya menjadi ajang perayaan, acara ini merupakan momen refleksi atas capaian dan inovasi baru UNAIR selama 70 tahun",@Unair_Official,,,327,1856152455983321234,2024-11-12T11:52:56.000Z
